num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
148,7,0,147,0,0,1,0,0
30,0,0,30,0,0,0,0,0
14,0,0,13,1,0,0,0,0
30,6,0,30,0,0,0,0,0
177,706,186,98,77,0,2,0,0
147,346,94,103,40,3,1,0,0
72,15,2,72,0,0,0,0,0
158,48,0,152,5,1,0,0,0
15,0,0,15,0,0,0,0,0
16,0,0,16,0,0,0,0,0
14,0,0,14,0,0,0,0,0
508,12,3,499,8,0,1,0,0
169,157,5,161,2,6,0,0,0
7,0,0,7,0,0,0,0,0
14,5,0,14,0,0,0,0,0
242,415,112,158,78,0,5,0,1
14,0,0,14,0,0,0,0,0
168,40,2,162,5,1,0,0,0
991,10,1,991,0,0,0,0,0
653,19,3,653,0,0,0,0,0
626,9,0,626,0,0,0,0,0
51,4,0,51,0,0,0,0,0
15,15,0,15,0,0,0,0,0
121,3,0,115,0,2,3,0,1
27,7,0,27,0,0,0,0,0
40,17,0,40,0,0,0,0,0
357,18,9,352,3,1,1,0,0
22,4,0,22,0,0,0,0,0
1529,22,7,1529,0,0,0,0,0
1190,12,1,1190,0,0,0,0,0
17,4,0,17,0,0,0,0,0
34,0,0,34,0,0,0,0,0
134,171,41,116,18,0,0,0,0
167,16,0,167,0,0,0,0,0
235,1278,212,171,60,2,1,0,1
5,0,0,5,0,0,0,0,0
95,0,2,92,3,0,0,0,0
80,2,1,79,1,0,0,0,0
25,0,0,25,0,0,0,0,0
287,709,196,171,109,0,4,1,2
308,5,0,308,0,0,0,0,0
183,11,0,175,6,2,0,0,0
42,9,0,42,0,0,0,0,0
68,2,0,66,1,1,0,0,0
24,2,2,24,0,0,0,0,0
1334,1846,770,998,310,8,13,0,5
248,14,0,241,7,0,0,0,0
1,1,0,1,0,0,0,0,0
32,0,0,32,0,0,0,0,0
215,784,161,154,57,0,3,1,0
15,0,1,14,1,0,0,0,0
14,5,2,14,0,0,0,0,0
167,0,0,165,1,1,0,0,0
114,7,0,109,3,2,0,0,0
71,10,49,68,1,2,0,0,0
24,4,0,24,0,0,0,0,0
316,1080,194,177,135,1,2,0,1
24,2,1,23,1,0,0,0,0
54,16,0,51,1,0,0,2,0
12,0,0,12,0,0,0,0,0
1304,525,5,1265,8,31,0,0,0
30,0,0,29,1,0,0,0,0
28,1,0,28,0,0,0,0,0
36,5,5,35,1,0,0,0,0
147,6,2,147,0,0,0,0,0
139,39,9,121,16,1,1,0,0
225,13,0,225,0,0,0,0,0
146,864,199,107,37,0,0,1,1
91,2,2,91,0,0,0,0,0
424,8,1,411,13,0,0,0,0
12,0,0,12,0,0,0,0,0
20,1,1,20,0,0,0,0,0
11,2,0,11,0,0,0,0,0
101,43,3,99,1,0,0,1,0
119,38,26,115,1,3,0,0,0
26,0,0,26,0,0,0,0,0
141,3,1,136,3,2,0,0,0
19,0,0,18,1,0,0,0,0
30,1,0,30,0,0,0,0,0
239,1270,194,145,87,1,5,1,0
2174,18,1,2174,0,0,0,0,0
403,89,4,391,8,4,0,0,0
181,2641,131,154,21,4,2,0,0
2320,7,0,2320,0,0,0,0,0
1206,144,5,1166,17,22,0,0,1
1265,10,0,1265,0,0,0,0,0
5,0,0,5,0,0,0,0,0
11,6,0,11,0,0,0,0,0
1004,7061,1003,746,237,3,16,0,2
9,1,0,9,0,0,0,0,0
27,1,0,27,0,0,0,0,0
1130,91,4,1106,9,15,0,0,0
111,7,30,109,1,1,0,0,0
164,447,170,117,39,3,4,0,1
26,2,0,26,0,0,0,0,0
27,10,0,27,0,0,0,0,0
421,16,0,421,0,0,0,0,0
2,0,0,2,0,0,0,0,0
243,6,0,237,5,1,0,0,0
149,19,2,148,1,0,0,0,0
158,9,1,157,1,0,0,0,0
4,1,0,4,0,0,0,0,0
46,15,0,42,0,2,0,2,0
14,0,0,12,1,1,0,0,0
77,13,4,77,0,0,0,0,0
41,9,0,39,1,1,0,0,0
813,6,0,813,0,0,0,0,0
1052,12,7,1052,0,0,0,0,0
6,0,0,6,0,0,0,0,0
13,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0
174,195,3,146,18,5,4,1,0
186,3,0,179,4,3,0,0,0
292,1194,379,150,133,0,9,0,0
1,0,1,1,0,0,0,0,0
26,0,0,26,0,0,0,0,0
13,1,1,13,0,0,0,0,0
48,4,4,48,0,0,0,0,0
48,0,0,48,0,0,0,0,0
22,1,0,22,0,0,0,0,0
12,1,0,12,0,0,0,0,0
3,0,0,3,0,0,0,0,0
29,0,1,29,0,0,0,0,0
188,6,0,188,0,0,0,0,0
6,3,0,6,0,0,0,0,0
70,4,0,68,2,0,0,0,0
283,519,295,193,88,1,1,0,0
17,0,0,17,0,0,0,0,0
17,0,0,17,0,0,0,0,0
2,0,0,2,0,0,0,0,0
15,9,0,15,0,0,0,0,0
1050,1403,508,816,221,5,5,2,1
63,11,1,61,2,0,0,0,0
0,0,0,0,0,0,0,0,0
8,0,0,8,0,0,0,0,0
13,5,0,13,0,0,0,0,0
1,0,1,1,0,0,0,0,0
18,1,0,17,1,0,0,0,0
7,0,0,7,0,0,0,0,0
15,0,0,15,0,0,0,0,0
2,0,0,2,0,0,0,0,0
171,0,0,162,3,0,0,6,0
2,0,0,2,0,0,0,0,0
23,0,1,23,0,0,0,0,0
78,5,1,78,0,0,0,0,0
34,4,0,34,0,0,0,0,0
26,2,0,26,0,0,0,0,0
23,0,0,23,0,0,0,0,0
112,45,0,109,3,0,0,0,0
83,1,0,83,0,0,0,0,0
107,21,1,105,1,1,0,0,0
8,0,0,8,0,0,0,0,0
1288,97,2,1270,7,8,0,2,1
60,2,59,60,0,0,0,0,0
3,0,0,3,0,0,0,0,0
75,28,0,58,16,1,0,0,0
2,0,0,2,0,0,0,0,0
247,606,26,191,54,0,1,0,1
82,3,0,82,0,0,0,0,0
154,72,6,124,24,3,2,1,0
34,1,0,32,2,0,0,0,0
400,9039,263,333,48,4,10,3,2
4,1,0,4,0,0,0,0,0
26,0,0,26,0,0,0,0,0
4,0,0,4,0,0,0,0,0
13,0,1,13,0,0,0,0,0
374,6,17,366,2,6,0,0,0
12,4,0,12,0,0,0,0,0
24,0,1,22,2,0,0,0,0
97,9,3,95,2,0,0,0,0
18,9,0,18,0,0,0,0,0
5,0,0,5,0,0,0,0,0
37,0,0,37,0,0,0,0,0
10,0,0,10,0,0,0,0,0
3190,19,1,3190,0,0,0,0,0
11,0,0,11,0,0,0,0,0
13,0,0,13,0,0,0,0,0
279,56,9,279,0,0,0,0,0
9,6,0,9,0,0,0,0,0
1392,10,0,1392,0,0,0,0,0
73,10,0,73,0,0,0,0,0
86,0,0,86,0,0,0,0,0
8,0,0,8,0,0,0,0,0
101,1686,29,76,13,3,4,3,2
210,0,6,202,4,0,0,4,0
148,348,169,90,53,3,1,1,0
4,0,0,4,0,0,0,0,0
85,4,0,79,4,2,0,0,0
19,8,0,19,0,0,0,0,0
2,0,0,2,0,0,0,0,0
16,0,0,15,1,0,0,0,0
10,0,0,10,0,0,0,0,0
35,2,0,35,0,0,0,0,0
2,0,0,2,0,0,0,0,0
83,0,1,83,0,0,0,0,0
10,5,0,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0
77,4,2,77,0,0,0,0,0
5,0,0,5,0,0,0,0,0
51,1,4,47,3,1,0,0,0
1,0,0,1,0,0,0,0,0
6,0,0,5,1,0,0,0,0
13,1,0,13,0,0,0,0,0
20,2,0,20,0,0,0,0,0
16,5,0,16,0,0,0,0,0
114,0,3,113,1,0,0,0,0
325,36,0,325,0,0,0,0,0
13,0,0,13,0,0,0,0,0
13,0,0,13,0,0,0,0,0
5,0,1,5,0,0,0,0,0
117,5,0,111,1,0,0,5,0
13,2,0,11,0,2,0,0,0
305,19,0,300,3,2,0,0,0
176,5,1,168,1,0,7,0,0
280,1043,149,195,65,16,3,0,1
29,2,4,27,1,1,0,0,0
111,45,0,110,1,0,0,0,0
1,0,0,1,0,0,0,0,0
27,3,0,25,0,2,0,0,0
318,2,0,312,3,3,0,0,0
116,200,239,94,18,2,2,0,0
16,5,4,15,1,0,0,0,0
319,5,0,308,5,0,0,6,0
118,13,4,110,7,1,0,0,0
162,6,2,158,3,1,0,0,0
419,233,6,403,6,10,0,0,0
8,0,0,8,0,0,0,0,0
58,1,0,58,0,0,0,0,0
23,1,1,22,0,1,0,0,0
543,22,0,501,29,11,2,0,0
12,0,0,12,0,0,0,0,0
1,0,0,1,0,0,0,0,0
15,3,0,15,0,0,0,0,0
42,1,1,41,1,0,0,0,0
23,0,0,23,0,0,0,0,0
357,18,9,352,3,1,1,0,0
3,0,0,3,0,0,0,0,0
